,NADH_t1,NADH_t2,NADH_a1,FAD_t1,FAD_t2,FAD_a1,Norm_RR,NADH_tm,FAD_tm,Cell_Size_Pix,Donor,Activation,Cell_Type,Type_Activation,Donor_Activation,Donor_CellType
1330,203.8273468,1860.25017,87.3552965,136.2424143,1717.426829,90.33914158,1.059939735,677.3327551,319.8535118,370,H,CD69-,T-cells,T-cells: CD69-,T-cells H: CD69-,H: T-cells
1331,282.0681935,2177.259435,71.72222593,61.39973855,1977.743713,96.37268734,1.119827737,636.292199,130.3530788,190,H,CD69-,T-cells,T-cells: CD69-,T-cells H: CD69-,H: T-cells
1332,277.5410744,2305.276555,79.62326102,124.7728058,1722.828696,87.09556978,1.080108613,694.7915119,332.9866612,250,H,CD69-,T-cells,T-cells: CD69-,T-cells H: CD69-,H: T-cells
1333,261.2394391,2085.992956,78.54930786,93.94775041,1926.507507,85.52736632,1.056809077,774.9892725,353.9273135,199,H,CD69-,T-cells,T-cells: CD69-,T-cells H: CD69-,H: T-cells
1334,293.7746058,2333.907833,79.67370259,77.36720378,1874.015561,91.25887151,1.030245049,594.8271604,231.5186039,214,H,CD69-,T-cells,T-cells: CD69-,T-cells H: CD69-,H: T-cells
1335,276.2915885,2412.570485,75.36404699,136.8660864,1815.434908,82.08098921,1.009799329,572.1016367,432.5155068,220,H,CD69-,T-cells,T-cells: CD69-,T-cells H: CD69-,H: T-cells
1336,268.9873404,2122.417847,81.96049821,145.0794296,2555.635707,87.54592896,1.076316571,659.8776739,438.0054626,199,H,CD69-,T-cells,T-cells: CD69-,T-cells H: CD69-,H: T-cells
1337,256.4173047,1968.551132,80.6991504,65.9121369,2168.904071,91.78585591,0.957519225,626.3889326,232.6814629,358,H,CD69-,T-cells,T-cells: CD69-,T-cells H: CD69-,H: T-cells
1338,270.6156536,2117.26758,77.823443,109.9041062,2107.206497,87.2185791,1.005458402,599.7740363,365.9081545,212,H,CD69-,T-cells,T-cells: CD69-,T-cells H: CD69-,H: T-cells
1339,259.7582627,2292.264366,81.50410674,112.2021753,1683.598267,88.8991865,1.036369537,640.6863866,282.2961564,236,H,CD69-,T-cells,T-cells: CD69-,T-cells H: CD69-,H: T-cells
1572,252.75819,2038.838402,79.71833564,102.6550989,2132.268332,88.89163094,0.990916989,541.3324811,322.3983795,320,H,CD69-,T-cells,T-cells: CD69-,T-cells H: CD69-,H: T-cells
1573,282.5862137,2209.03528,80.46262603,125.1011288,2001.735003,84.21433111,1.055133149,566.1448374,419.4606882,471,H,CD69-,T-cells,T-cells: CD69-,T-cells H: CD69-,H: T-cells
1574,264.7516475,1984.782352,83.27379995,68.36883867,1943.742587,92.00798145,0.916302335,488.9304264,215.8656117,255,H,CD69-,T-cells,T-cells: CD69-,T-cells H: CD69-,H: T-cells
1575,240.727944,1814.74155,78.51522576,105.7643087,2115.153737,89.46928628,1.002932795,566.1448374,320.890878,244,H,CD69-,T-cells,T-cells: CD69-,T-cells H: CD69-,H: T-cells
1576,229.6686252,1892.428412,83.47756316,67.43262058,2154.207859,92.14395859,0.968100913,488.9304264,232.2537481,287,H,CD69-,T-cells,T-cells: CD69-,T-cells H: CD69-,H: T-cells
1577,238.9457877,1985.977138,81.67004395,91.61210022,1472.117993,84.87463989,1.033311043,556.0096087,300.965741,58,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1578,287.3729674,2018.780645,81.21179054,65.92448455,2194.603816,91.30186169,1.041577398,612.8702436,251.3727182,119,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1579,172.7369503,2288.887451,72.13099041,83.57017806,2162.838769,86.38540203,0.868692589,760.6032593,366.4779458,90,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1580,261.0080643,2050.344166,79.32051899,67.50672464,2116.098749,90.92855511,1.037017717,629.2872549,253.998999,179,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1581,250.022789,2037.572884,80.32290777,59.07126351,2118.239477,92.78572924,0.959911562,598.8669712,208.0379827,168,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1582,251.9286329,2096.449026,76.26447905,81.94241358,2125.433786,88.53353849,0.930356246,691.0072038,316.9693833,193,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1583,247.3491813,2131.86475,79.60417637,96.98228337,2101.220858,86.97286909,1.019300344,630.2918709,354.2730996,197,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1584,252.319055,2039.286175,79.3421253,76.49289672,2138.949447,89.11804158,1.029006262,619.6439948,296.6712219,188,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1585,68.08113305,569.3754607,55.06840982,52.37258122,1599.62493,87.37552638,0.866872122,147.2349573,138.6068997,596,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1586,260.6293381,2110.210373,79.47034526,78.11935997,2130.911511,90.36342049,0.982568219,638.9021624,273.6267426,140,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1587,190.4662537,1635.157534,76.93446157,72.74144125,1578.622914,85.23279118,0.824408011,457.5979643,221.6954586,515,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1588,211.8197105,1964.449137,80.81996234,68.06485393,2106.096101,90.35006979,0.894810146,538.911445,263.3720983,182,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1589,272.5821952,2053.756497,80.76946625,66.90568389,2140.846991,90.7631169,1.011829596,612.9103966,257.3960529,179,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1590,203.2716537,1959.607345,77.4140055,61.38237974,2025.945396,91.89816434,0.890114899,550.3393593,224.2591681,153,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1591,265.0013125,2149.762808,79.06673468,156.3745705,1837.46698,82.38200989,1.040373628,656.230126,449.0523407,212,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1592,254.5203425,2045.259648,80.12057302,82.92229075,1818.593018,86.95126029,1.030192666,609.2963551,305.9134478,195,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1593,256.7031427,2097.814188,78.82825345,77.40716731,2128.161628,88.58083172,0.975680649,645.0440353,309.5317417,202,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1594,182.7084483,1623.794687,70.16355791,60.06135229,1660.639743,92.72587849,0.869150324,439.5572389,176.8086179,245,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1595,268.220085,2054.778539,79.88909619,140.8609962,2305.675049,85.06380081,1.061936592,625.6746955,463.5102844,215,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1596,209.0530378,1829.562778,76.55645913,58.17887478,1834.169771,95.40649786,0.931533356,496.900504,147.4663909,219,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1597,197.9971411,2202.388099,79.14534266,89.27558542,2013.307469,87.80977501,0.819318843,615.2404636,319.9322165,406,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1598,257.7488632,2065.594267,81.57198015,106.606553,1885.600593,89.56285948,1.013896593,589.0271925,290.8043213,243,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1599,279.9708682,2123.768688,77.99809343,88.93163457,1948.217832,87.60499788,1.048061576,681.8919979,309.483565,202,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1600,260.5669315,2102.604928,77.85793385,71.05579724,2139.890378,89.86370019,0.98302998,663.7375229,281.1415052,189,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1601,263.9201554,2014.025106,79.93483141,91.10283152,2267.703288,90.67766825,1.041014833,610.8553593,295.1788635,226,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1602,256.9758413,2084.383602,79.39613354,75.76413182,2233.061302,90.83364785,0.973097601,632.0796233,274.6626714,221,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1603,180.9989667,1601.074163,66.93890989,70.98909672,1679.618414,90.92500322,0.866044436,408.848012,203.7117472,504,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1604,261.4785689,2069.822748,79.09660773,109.3136473,1935.397946,88.30345625,1.032956395,638.3880542,314.2440482,156,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1605,87.07338345,1002.43814,53.89021353,48.89639755,1270.866034,97.81068821,0.89802956,189.420091,71.78083023,329,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1606,173.709521,1599.260479,72.47721788,52.77497664,1387.128858,74.22377818,0.883862137,432.1614092,142.5460217,216,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1607,117.0725424,1076.340402,64.85093217,69.30751718,1708.272291,91.1726563,0.888795948,291.6819881,211.8609062,331,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1608,260.8152591,2018.979437,80.16423733,80.35888022,2109.112755,88.87269066,0.954070338,615.5783196,279.4046416,179,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1609,263.3865379,2140.851202,80.24932224,81.69992843,2228.216995,89.76680885,0.908110861,628.5724724,297.0504047,166,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1610,235.1872081,1922.475557,80.55772781,67.07894849,2208.177443,91.60159439,0.960296391,560.1519216,247.0238949,166,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1611,275.8771935,2154.412632,78.62516129,52.5217982,2211.813839,92.53500175,0.889284841,675.9818206,213.4184792,134,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1612,147.6036026,1534.337666,63.1420944,65.65591819,1686.634808,77.0413932,0.958994344,353.862576,201.1357007,261,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1613,255.4810581,2048.44355,82.1186357,112.0945078,1924.346773,87.3907427,0.934826824,573.6106242,338.1240145,182,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1614,263.8449286,2157.092179,78.93096455,125.3497474,1976.102099,86.05770182,1.038896179,659.6415403,379.7366148,216,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1615,232.9911031,1980.235492,78.0574792,99.95290612,1693.720297,86.75400471,0.970207949,551.7396407,303.4061939,218,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1616,202.4761848,2076.688555,80.12922007,92.00309795,1946.791979,87.70516901,0.86468552,573.2620248,315.4947627,130,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1617,272.9752352,2023.702709,81.28776293,69.4354393,1819.049976,96.18649902,1.069007927,598.1805893,135.9002884,164,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1618,259.8317532,1975.20183,80.79818523,65.88368657,2175.850024,91.24505971,0.990549598,587.7891404,251.0632222,141,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1619,148.0145244,1306.850147,69.99484842,48.35958728,1204.083085,77.45522044,0.802491526,357.9081416,127.2479034,384,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1620,269.9980514,1990.090733,79.56998082,97.46348852,2172.646805,86.37670736,0.932415022,619.6821614,378.1546977,155,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1621,253.8199027,2036.188037,80.78087698,99.33621765,1823.749214,86.14082959,0.871308743,597.0358063,330.001723,227,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1622,243.5162039,1940.351959,80.79870742,74.17492642,2047.141569,89.83052291,0.889152915,564.7420052,274.9805804,133,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1623,241.6342786,2041.074839,79.30411876,62.9919673,1873.824243,95.64893475,1.026195804,614.9118335,143.5912966,207,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1624,258.4843054,2060.597909,80.19071994,102.1691959,1971.977539,87.14409715,0.994970589,615.6443623,345.8491688,470,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1625,255.0490494,2025.823658,80.68463532,63.67859105,2080.373059,90.89857125,0.971174921,596.4870176,246.8523602,186,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1626,260.1186119,2089.689364,73.6257587,104.8325962,1989.869565,85.24338299,1.054994586,743.8570927,381.812697,199,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1627,235.3426122,2039.437029,81.95616806,78.73687075,2234.080796,90.32301851,0.933223183,558.5645745,286.7793571,411,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1628,246.8254721,1951.097601,80.61328207,77.0527922,2218.163671,89.91804314,0.975144786,576.8569944,292.2947874,179,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1629,271.5486629,2072.240865,81.77355345,88.46304347,2100.321852,87.75699778,0.985489199,596.7638797,328.241841,181,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1630,266.3374146,1999.035537,78.57760456,92.28649165,2091.501766,88.34862094,1.012825968,635.1131265,320.3245729,154,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1631,260.9485864,1978.288998,78.9009231,71.03903576,2205.11901,88.86601061,1.003244037,622.2412303,308.3248654,175,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1632,263.4183512,2072.410745,78.9197111,84.45067529,2226.826373,88.16111015,0.961407985,641.1028875,338.4094193,190,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1633,255.4742799,2042.020675,77.91971846,81.77876495,2199.927139,88.93067732,1.021694492,650.5378011,316.5938539,246,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1634,272.831821,2161.263198,78.04164902,112.0628011,1960.932935,89.31982792,1.000092806,685.3174414,313.2720761,195,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1635,230.4235103,2017.241269,82.32362231,71.67996035,2114.647628,90.36662187,0.942148434,545.3252417,267.9446879,247,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1636,242.8460871,2033.354303,80.54140066,73.05754309,1973.521049,88.72948683,0.923031235,590.4203778,274.1195498,270,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1637,265.5464846,1884.644843,82.19306804,114.2024168,1946.498756,84.6319596,0.972237946,555.7270958,388.8199149,122,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1638,48.85983467,1645.585298,96.76802916,54.35672474,1392.334509,98.48472977,0.668743555,101.6369274,74.72731152,49,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1639,265.532023,2040.431392,77.67788898,103.8830256,2233.233247,85.9625407,1.002846985,660.5463704,401.8644735,406,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1640,256.2091572,2031.308484,79.61562228,61.22884997,2062.088852,91.47572456,0.965062959,616.5833542,232.7554127,267,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1641,269.4274861,2064.666348,79.46017848,91.28194828,1957.602336,87.50253677,1.036852029,638.6861286,323.2497983,205,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1642,162.3045567,1774.940999,78.6566395,82.74232426,1851.006946,89.96160053,0.894364828,405.3434655,254.348984,244,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1643,284.1511744,2133.24848,79.10024239,86.8902812,2219.099242,87.68370659,0.977906493,668.9861123,347.3924181,170,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1644,267.1491296,2071.797983,77.44691462,119.3701171,2117.648982,82.42916031,1.005044849,674.8420513,467.7119616,184,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1645,252.1262723,2037.978087,78.58837498,94.81024191,2345.978739,87.83402918,0.992023398,633.139687,367.2867881,168,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1646,242.5404317,2107.999699,81.01226249,73.75888238,1975.88597,89.88285031,0.951756367,595.0537806,262.8135228,161,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1647,277.2030065,2155.344871,81.27284637,112.4612389,2253.443756,86.97912502,1.046285335,626.2178198,388.5561981,248,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1648,256.1757991,2102.760958,77.79036566,140.602186,2041.774517,82.86718518,0.987211116,665.9002906,463.8875493,339,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1649,124.8261946,1052.077951,66.86635805,46.87966897,1427.469818,81.61341097,0.872650402,281.4191445,121.4796619,370,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1650,219.156744,2044.782858,81.47169151,69.22127724,1673.952725,94.92669574,1.009800044,555.0575028,160.6565295,223,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1651,262.6873419,2102.896024,78.04923837,86.19526024,2063.260034,88.77449951,1.061166538,663.7259007,310.3923431,305,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1652,251.8114446,2100.9222,79.49128888,73.01905966,2091.703568,89.19738226,0.9698698,629.3669216,288.5297439,258,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1653,266.6724065,2145.465816,80.02643678,82.09842814,2135.60961,88.15092502,0.95376825,639.4246864,319.8870853,293,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1654,265.316398,2163.635184,79.54861198,79.8896627,2175.070566,88.76631892,0.99434147,651.2055811,311.6292458,205,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1655,259.6677558,2009.878112,80.53217137,93.83170112,2235.61166,86.55145575,0.995437138,600.1562178,381.0976762,314,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1656,273.1363297,2071.25843,79.60668701,88.85745746,2046.120988,86.71787712,1.021249486,636.1532752,342.6095416,240,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1657,256.3482545,2042.387108,78.93396525,103.3656713,2162.434308,85.87483291,0.978623426,632.7322416,386.8982736,204,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1658,187.2140522,2103.664888,82.33572518,70.39844725,1922.330285,96.16465908,1.003233079,521.2922373,140.4382579,105,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1659,268.1318404,2005.786376,80.71771831,55.64803677,1624.241455,93.89252928,1.016582471,598.8494847,104.874269,345,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1660,258.3152521,2065.177389,79.59631437,82.55221773,2057.064605,87.31323816,0.941470628,623.3064246,327.4914766,294,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1661,264.998469,2069.241159,77.93947128,88.07189394,2022.12559,87.08139883,0.951056841,662.8732237,334.2684924,378,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1662,257.6369578,2233.686456,81.67355617,155.5029926,2043.986643,85.53946686,0.995229465,614.0781749,427.8691305,222,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1663,264.8240398,2092.289262,79.13870465,70.03932564,2204.659814,92.98369415,1.028158597,646.5075581,218.2013513,197,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1664,273.5805014,2067.09399,78.83541012,93.6163644,2161.179881,86.85649425,1.007751589,654.2703071,365.4693342,173,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1665,247.2029899,2016.505297,79.07207617,83.15842426,2065.527429,88.64988177,0.988099127,616.4123715,306.4394559,183,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1666,153.0072867,1353.124715,73.31330829,50.66694388,1609.951406,87.9250559,0.799013659,333.9893628,159.914148,286,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1667,107.4869796,1828.349291,89.54475703,51.57623604,1816.826429,98.4520577,0.745452952,288.9431515,79.12695762,66,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1668,249.7041195,2039.276665,80.02148859,130.9281339,1945.124998,81.81385012,1.036477987,608.4659218,457.4092187,349,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1669,283.5115547,2142.201642,79.56786158,81.06547701,2266.92999,89.80353573,1.005704685,662.1435043,298.9957094,198,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1670,262.7356114,2133.248088,78.92822586,89.06733876,2018.837114,87.7982926,0.910123769,653.8958109,323.4688504,221,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1671,229.1710127,2007.630773,81.02879969,61.78191458,1606.036174,92.17135057,0.836246539,556.8732538,187.0819395,380,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1672,275.6954028,2141.896773,75.05301885,114.2338245,2201.527298,84.88146606,0.995332068,742.1757245,426.8954986,208,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1673,269.2964591,2030.897549,82.10682048,65.02586238,2105.41834,90.91543833,1.019808918,582.6050384,248.0402578,184,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1674,261.9030718,2099.506239,79.83002342,70.92554717,1949.245959,88.47358829,0.975384198,631.551114,286.4507314,200,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1675,267.5821749,2038.088334,80.40688996,194.8600006,1973.934937,75.77590179,1.038719484,612.8502827,625.5054321,165,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1676,271.7782466,2034.989331,82.04194002,80.18985705,2094.104864,88.28466317,1.008277818,586.8232073,313.9584347,165,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1677,271.996085,2098.69834,79.32040148,89.83343049,2195.603971,87.11585429,1.000396688,647.9733162,351.1973225,187,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1678,269.8493874,2098.036348,80.0198667,112.3409545,1743.478739,88.07457924,1.050751159,632.0845288,305.8145796,170,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1679,249.5493446,2040.925987,78.78654092,73.04574917,2025.514211,90.71046813,1.014642298,629.2323334,251.4149889,173,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1680,108.4520774,1071.812527,66.6612599,71.62127466,1799.825711,92.5973555,0.879061951,257.1153509,217.3085901,397,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1681,266.8753886,2101.977785,79.78560754,75.68201648,2160.619023,89.75683581,1.003797092,635.5213618,288.0846106,226,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1682,275.8294324,2099.590805,80.30234486,115.1974685,2144.016989,81.9066206,1.017373659,631.0683322,482.8086189,195,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1683,181.7270134,1696.5163,74.99436931,64.23130441,1676.122448,82.51569691,0.856018984,446.2754975,227.5993768,303,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1684,247.5633294,2119.371236,82.14077916,69.37902393,2105.887178,91.57855855,0.946960587,576.2765992,241.248332,189,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1685,248.2754293,2019.939078,80.25183084,69.7809978,2185.137731,90.58258906,1.008991865,595.4627745,269.8486952,194,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1686,266.1666483,2027.405956,80.50644672,81.01671514,2031.589645,91.37293223,0.943015284,607.3816687,258.0859937,167,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1687,268.9931408,2208.516177,80.969352,51.58473088,1770.033851,98.33166152,1.001263754,634.2061041,80.54243,213,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1688,157.6346888,1400.37557,66.5275993,63.20129579,1273.176705,82.75881873,0.765254031,361.7843636,183.1497833,322,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1689,271.9918862,2138.656077,76.9633285,98.36294053,2016.345345,85.74509498,0.975521655,701.2394451,364.9278226,185,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1690,262.4046999,2028.27922,82.4883277,91.15340977,2140.504504,88.28300991,1.000169154,570.2276611,332.4618111,181,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1691,291.703487,2198.610084,80.63599216,71.53139973,1800.807495,91.72184944,1.049224935,653.6146381,213.9283867,227,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1692,143.2982691,1860.428396,86.52189415,43.36126236,1770.659275,98.5920984,0.792420608,374.2398878,67.85258224,101,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1693,273.3281433,2022.502202,80.01895112,124.1111321,2031.898743,84.99781823,1.020410977,622.0462705,409.3086128,251,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1694,256.519455,2046.728463,77.63511487,89.47454706,1851.574768,87.14245007,0.963720382,655.5267562,314.3672535,196,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1695,251.4582834,1990.434122,82.15319727,70.76408425,2224.469416,91.78660438,1.000346116,560.5414225,246.2196665,172,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1696,265.5608085,2035.77531,79.26468115,142.3198492,2147.834418,82.75254065,1.018348168,632.5443662,487.2657836,220,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1697,205.6274825,1850.966785,79.07021849,65.970914,1506.996159,92.2567696,0.825579969,502.6683951,177.9946189,202,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1698,258.2131886,2061.544964,77.21473685,84.76666864,1990.2461,88.43171639,0.938581418,666.3733108,306.0785609,217,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1699,271.4699593,2075.66787,78.14627321,72.99114209,2049.164229,88.97319794,1.022011754,664.319017,290.6493875,179,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1700,59.6950167,437.7280056,65.78789534,43.94665783,1090.75124,82.15822564,0.743054039,115.5652411,81.93479247,814,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
1701,254.4684692,2012.886804,81.22975868,70.16604021,2221.737024,90.44753138,0.97610054,582.500885,273.6717713,190,I,CD69-,T-cells,T-cells: CD69-,T-cells I: CD69-,I: T-cells
